nomeLocalidade,estado,População residente,Densidade demográfica,Porcentagem de Jovens,Porcentagem de Ativos,Porcentagem de Idosos,Taxa de Urbanização,Taxa de Saneamento Básico,Ativos com Baixo Nível Educacional,Ativos com Médio Nível Educacional,Ativos com Alto Nível Educacional,Percentual de estrangeiros ao total de Trabalhadores,PIB Municipal,Estudantes Ensino primário,Estudantes Ensino secundário,Estudantes Ensino superior,Óbitos até 1 ano de idade por milhares de habitantes,Óbitos por milhares de habitantes,Nascidos por milhares de habitantes,Hospitais por milhares de habitantes,Médicos por milhares de habitantes,% de pobres,IDH,Percentual de trabalhadores especializados,"Valores de Importação por 10,000 habitantes","Valores de Exportação por 10,000 habitantes","Número de hotéis por 10,000 habitantes",Percentual de empresas do setor primário em relação ao total,Percentual de empresas do setor secundário em relação ao total,Percentual de empresas do setor terciário em relação ao total,Percentual de trabalhadores do setor primário em relação ao total,Percentual de trabalhadores do setor secundário em relação ao total,Percentual de trabalhadores do setor terciário em relação ao total,Média Salarial,Produtividade,Taxa de desemprego dos jovens,Taxa de desemprego,"Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes","Número de ativos culturais e de lazer por 10,000 habitantes",cat_export,cat_import
Itaporanga,Paraíba,23192,49.55,45.52,45.49,8.99,78.65,65.95,69.37,20.97,9.66,0.0,139169162.1,4492,1350,0,0.1,3.9,14.4,0.0,0.04,30.81,0.74,14.1,0.0,0.0,0.86,0.6,27.38,72.02,0.0,35.74,28.07,672.15,1501801.9,19.55,10.51,13.06,0.86,zero,zero
Lorena,São Paulo,82537,199.29,39.08,52.51,8.41,97.08,95.52,43.88,38.95,17.17,1.71,1336602527.0,11540,5129,5438,0.1,6.8,15.1,0.04,0.05,8.5,0.86,15.17,0.0,0.0,1.21,0.24,13.86,85.9,2.31,30.41,55.0,1375.09,3796285.67,26.35,11.36,41.62,1.33,zero,zero
Itapaci,Goiás,18458,19.31,42.03,50.69,7.28,90.04,3.56,65.19,27.23,7.58,0.0,189677361.3,3167,1019,0,0.1,3.6,16.0,0.06,0.11,8.42,0.84,7.9,0.0,0.0,1.08,12.79,7.76,79.45,5.67,51.91,21.0,1135.72,2203434.27,11.47,6.24,17.23,1.08,zero,zero
São Luís do Quitunde,Alagoas,32412,81.61,55.34,40.21,4.45,64.78,2.56,79.71,17.9,2.39,0.0,264683846.8,8868,1485,0,0.2,2.1,22.4,0.0,0.41,43.33,0.7,2.08,0.0,15238043.32,0.62,6.72,7.46,85.82,1.79,77.87,4.11,756.19,2784150.19,23.47,12.65,7.53,0.0,media,zero
Campos do Jordão,São Paulo,47789,164.49,41.7,52.82,5.48,99.52,78.8,65.19,24.44,10.38,1.82,674947463.6,8803,2731,351,0.3,8.5,17.6,0.06,0.48,5.41,0.85,15.47,0.0,0.0,30.34,0.24,10.03,89.66,0.58,11.68,70.07,1144.15,2702092.25,8.9,3.98,90.46,1.46,zero,zero
São Félix do Xingu,Pará,91340,1.08,50.14,47.53,2.34,50.51,0.24,81.24,16.14,2.62,0.06,491980988.4,7564,1876,0,0.1,1.2,12.9,0.01,0.19,32.79,0.8,11.99,0.0,0.0,0.77,11.44,10.95,77.61,34.54,3.13,16.57,812.64,1507073.68,11.63,8.05,5.41,0.11,zero,zero
Barra do Corda,Maranhão,82830,15.96,51.96,41.0,7.04,63.8,0.39,72.81,21.47,5.72,0.0,310062508.8,10784,4697,215,0.1,3.6,17.9,0.04,0.0,44.97,0.76,4.4,0.0,0.0,0.6,3.5,5.59,90.91,18.13,3.52,33.96,808.64,1122316.09,13.51,7.7,7.64,0.12,zero,zero
Cana Verde,Minas Gerais,5589,26.27,36.04,53.36,10.61,73.23,69.07,77.39,13.95,8.66,3.09,41106815.55,791,223,0,0.2,1.7,11.8,0.0,0.0,11.39,0.82,10.17,0.0,0.0,0.0,15.79,15.79,68.42,15.36,17.85,16.89,612.82,1598250.39,12.29,4.84,8.41,0.0,zero,zero
Bonfinópolis de Minas,Minas Gerais,5865,3.17,41.33,48.8,9.87,71.08,67.14,67.03,25.21,7.77,1.32,89466117.6,1390,471,0,0.0,4.5,13.3,0.17,0.0,14.32,0.8,10.46,0.0,107797.1,1.71,28.95,3.95,67.11,39.47,1.67,19.67,879.36,3629237.63,11.0,4.97,13.3,0.0,media,zero
Ferraz de Vasconcelos,São Paulo,168306,5692.94,45.04,50.58,4.38,95.55,83.96,55.29,37.16,7.55,0.58,2150649412.0,26013,11169,0,0.2,5.5,15.6,0.01,0.7,7.58,0.83,9.31,0.0,0.0,0.18,0.2,25.82,73.99,0.04,52.92,30.62,1317.31,2844465.02,18.81,10.03,19.04,0.3,zero,zero
Santanópolis,Bahia,8776,38.02,45.23,43.61,11.15,20.16,0.55,69.94,28.29,1.77,0.0,31954995.68,1101,466,0,0.7,6.7,16.6,0.0,0.0,38.96,0.75,9.7,0.0,0.0,0.0,21.43,7.14,71.43,3.32,0.28,4.99,976.38,802535.14,10.89,5.93,1.14,0.0,zero,zero
Buenos Aires,Pernambuco,12537,134.54,44.97,47.63,7.4,64.26,9.16,74.0,23.02,2.98,0.0,60434483.13,2292,485,0,0.0,3.8,16.5,0.0,0.31,36.4,0.78,16.13,0.0,0.0,0.0,5.26,15.79,78.95,17.24,20.57,9.73,686.88,1401530.61,18.2,10.93,5.5,0.0,zero,zero
Hortolândia,São Paulo,192692,3087.22,42.4,52.69,4.92,100.0,36.9,57.32,34.77,7.91,0.6,8928805815.0,22365,11200,2439,0.1,3.0,8.8,0.01,0.42,3.95,0.86,26.2,0.0,0.0,0.21,0.15,20.31,79.54,0.06,41.07,47.6,2759.43,9721434.34,18.24,9.43,24.74,0.57,zero,zero
Palmitos,Santa Catarina,16020,45.45,35.77,54.3,9.93,64.3,0.45,70.37,21.07,8.56,0.0,325076077.8,1776,1315,56,0.1,6.3,12.6,0.06,0.06,4.37,0.84,11.27,0.0,26623720.97,3.75,1.22,22.0,76.77,2.55,22.38,61.65,1081.7,3376919.08,6.73,2.33,28.15,2.5,media,zero
São Tomás de Aquino,Minas Gerais,7093,25.52,40.55,48.68,10.77,79.23,78.37,76.01,15.36,8.63,0.0,82403424.01,1289,342,0,0.0,4.1,12.3,0.0,3.43,5.94,0.87,10.89,0.0,29839.28,0.0,10.26,16.67,73.08,36.52,22.48,17.21,767.28,2300474.6,13.37,4.3,16.92,0.0,media,zero
Maxaranguape,Rio Grande do Norte,10441,79.51,50.88,43.06,6.06,39.52,3.01,73.64,21.53,4.83,3.2,54002835.79,2724,434,0,0.1,2.3,16.5,0.0,0.4,38.32,0.76,4.7,0.0,51265.2,4.79,11.54,3.85,82.69,7.54,1.6,42.46,649.44,1574118.33,26.95,16.8,8.43,0.96,media,zero
Milagres do Maranhão,Maranhão,8118,12.79,56.73,37.9,5.37,22.67,0.0,84.91,12.12,2.97,0.0,30738807.0,1110,193,0,0.0,0.0,0.0,0.0,0.0,64.26,0.76,22.5,0.0,0.0,0.0,0.0,0.0,100.0,16.67,0.0,0.83,612.43,1126383.29,34.33,15.51,0.25,0.0,zero,zero
Princesa,Santa Catarina,2758,32.01,40.68,50.22,9.1,37.72,0.33,77.92,18.93,3.15,0.0,26779518.08,245,143,0,0.0,0.0,0.0,0.0,0.33,6.32,0.82,12.68,0.0,701022.48,0.0,0.0,28.57,71.43,0.49,60.98,9.51,565.18,1582742.32,6.96,3.26,10.88,0.0,media,zero
Goianésia,Goiás,59549,38.49,41.75,51.59,6.67,92.8,51.05,64.45,25.52,10.03,0.66,652827350.1,9758,3542,1293,0.2,5.0,17.2,0.1,0.32,4.61,0.84,9.84,0.0,0.0,3.69,6.38,11.59,82.03,7.48,21.81,51.75,1095.86,2143297.11,13.42,6.3,30.19,1.01,zero,zero
São Jerônimo da Serra,Paraná,11337,13.76,42.93,47.14,9.93,54.62,1.83,74.53,16.61,8.86,2.6,85011741.57,1495,702,0,0.1,4.3,13.5,0.0,0.55,28.42,0.82,27.47,0.0,0.0,1.76,12.12,7.58,80.3,16.44,5.3,21.63,995.86,1813612.12,10.49,5.79,7.5,0.0,zero,zero
Sapucaia,Pará,5047,3.89,50.23,46.11,3.67,66.85,1.48,82.98,13.9,3.12,0.0,53716381.81,1240,218,0,0.0,3.2,35.8,0.0,0.0,22.96,0.79,3.89,0.0,0.0,0.0,23.53,5.88,70.59,62.39,0.14,7.49,941.3,2404476.28,9.52,5.7,9.51,0.0,zero,zero
Santaluz,Bahia,33838,21.65,46.7,45.57,7.73,63.7,58.27,70.78,26.55,2.68,0.0,137281104.4,3740,2157,0,0.2,4.4,16.1,0.06,0.09,38.74,0.76,5.73,0.0,3193671.61,0.89,2.56,11.97,85.47,4.58,22.93,22.22,755.89,983807.82,21.51,10.26,8.84,0.59,media,zero
Itamaraju,Bahia,63069,26.72,46.35,46.16,7.5,78.63,55.05,68.39,24.43,7.19,0.16,489714387.1,8020,2769,588,0.3,5.1,19.9,0.02,0.52,25.14,0.77,6.51,0.0,193404.84,1.43,6.4,12.23,81.37,20.92,12.04,43.11,734.59,1964989.02,19.02,11.09,32.17,0.79,media,zero
Nova Canaã do Norte,Mato Grosso,12127,2.03,42.34,50.59,7.08,57.44,0.18,75.73,16.83,7.44,0.08,143833374.9,1761,944,0,0.2,3.3,14.2,0.08,0.0,16.15,0.82,7.79,0.0,0.0,0.82,10.91,14.55,74.55,34.88,14.22,22.37,927.19,2445080.71,7.67,5.13,18.72,0.82,zero,zero
Águas Frias,Santa Catarina,2424,31.84,38.51,53.2,8.3,41.66,0.0,72.27,19.68,8.05,0.0,45739595.28,208,118,0,0.0,3.0,12.0,0.0,0.5,5.95,0.86,11.94,0.0,883948.02,0.0,5.56,16.67,77.78,2.22,21.67,47.22,1035.54,3260156.81,14.81,4.17,15.68,0.0,media,zero
Silveira Martins,Rio Grande do Sul,2449,20.71,31.52,52.51,15.97,45.33,12.53,64.88,24.02,11.1,22.08,24927024.05,235,90,177,0.0,5.5,13.0,0.0,0.0,7.84,0.85,20.38,0.0,303107.39,0.0,2.94,35.29,61.76,3.02,27.92,29.81,925.9,1755133.61,4.98,1.52,7.76,0.0,media,zero
Salgadinho,Pernambuco,9312,106.77,42.3,49.45,8.25,35.05,1.19,73.68,23.44,2.89,0.0,61839688.32,744,345,0,0.0,2.7,10.6,0.0,0.0,49.62,0.73,5.47,0.0,0.0,1.07,8.33,0.0,91.67,4.18,0.0,13.5,628.4,2649226.8,26.42,19.88,3.33,0.0,zero,zero
Rianápolis,Goiás,4566,28.67,41.42,49.8,8.78,89.86,1.31,68.98,24.15,6.87,0.0,95983986.36,821,222,0,0.0,3.8,10.8,0.0,0.2,8.09,0.84,6.37,0.0,0.0,4.38,7.27,18.18,74.55,6.57,57.77,16.43,1383.51,4442207.79,7.95,3.79,26.06,2.19,zero,zero
Piraju,São Paulo,28475,56.44,37.59,52.12,10.3,90.74,88.58,55.64,28.15,16.21,1.39,338691616.3,2596,1796,309,0.1,10.1,13.0,0.07,0.82,3.71,0.84,10.29,0.0,0.0,3.16,2.07,16.23,81.69,11.19,22.97,51.09,1065.94,2412144.08,17.82,6.96,45.72,1.76,zero,zero
Coluna,Minas Gerais,9024,25.89,47.27,44.13,8.6,47.63,42.74,81.3,13.14,5.56,0.0,40836126.72,1719,391,0,0.3,8.2,12.3,0.0,0.22,34.48,0.78,21.67,0.0,0.0,0.0,3.85,11.54,84.62,5.21,4.58,26.88,630.74,1007549.96,10.29,4.79,8.87,0.0,zero,zero
Presidente Kennedy,Tocantins,3681,4.78,47.61,44.68,7.71,87.63,0.7,62.43,29.9,7.67,0.0,40080494.88,792,200,0,0.0,4.3,10.5,0.0,0.0,23.96,0.82,14.21,0.0,55757639.23,0.0,18.18,24.24,57.58,13.71,9.64,23.1,786.0,2939487.18,28.2,11.07,11.41,0.0,media,zero
Princesa Isabel,Paraíba,21283,57.84,46.11,44.79,9.1,70.67,63.15,75.26,17.78,6.96,0.0,97589365.56,3597,1075,65,0.1,4.9,15.8,0.0,0.0,25.97,0.72,14.48,0.0,0.0,0.0,4.76,13.1,82.14,11.91,7.2,16.62,668.61,1115940.54,8.83,6.33,6.39,0.47,zero,zero
Picuí,Paraíba,18222,27.54,44.73,45.18,10.09,68.37,63.25,75.0,20.09,4.91,0.0,91531474.86,3558,1222,105,0.3,6.6,16.2,0.0,0.33,33.95,0.75,22.07,0.0,336445.51,0.0,0.0,17.12,82.88,0.08,15.26,23.87,798.06,1269087.88,11.48,5.74,11.36,0.0,media,zero
Japorã,Mato Grosso do Sul,7731,18.43,58.05,35.87,6.08,21.77,0.2,83.38,10.3,6.32,1.3,45423413.19,2016,245,0,0.0,0.6,7.6,0.0,0.13,56.46,0.79,31.06,0.0,0.0,0.0,20.0,10.0,70.0,11.18,0.41,2.48,876.89,2108826.29,7.17,5.54,1.29,0.0,zero,zero
Conceição das Pedras,Minas Gerais,2749,26.9,36.2,53.8,10.0,56.49,72.03,77.99,16.7,5.31,0.0,24244035.78,355,137,0,0.0,4.7,6.0,0.0,1.67,16.93,0.82,18.22,0.0,0.0,0.0,0.0,26.32,73.68,10.59,7.63,11.86,708.66,2035600.34,2.56,1.65,5.46,0.0,zero,zero
Parazinho,Rio Grande do Norte,4845,17.64,52.1,39.34,8.57,65.13,47.14,74.0,19.49,6.52,0.0,21270664.35,1194,267,0,0.0,1.4,9.4,0.0,0.0,47.58,0.72,12.64,0.0,0.0,0.0,0.0,22.22,77.78,0.0,1.92,11.11,697.08,1660499.61,28.03,15.39,5.57,0.0,zero,zero
Telha,Sergipe,2957,60.31,47.51,46.26,6.22,41.24,19.68,70.62,22.16,7.23,0.0,18137528.32,447,141,0,0.0,3.3,11.7,0.0,0.67,37.53,0.72,7.93,0.0,0.0,0.0,11.11,44.44,44.44,11.23,10.13,4.19,778.46,2133882.35,22.46,10.53,0.34,0.0,zero,zero
Santa Salete,São Paulo,1447,18.24,30.13,57.15,12.72,58.61,58.42,57.62,34.37,8.02,3.81,17176946.31,98,58,0,0.0,5.0,12.0,0.0,0.0,2.85,0.86,21.7,0.0,0.0,0.0,0.0,0.0,100.0,6.6,0.0,19.34,982.02,1848977.4,4.97,2.0,3.46,0.0,zero,zero
Alto Santo,Ceará,16359,12.22,44.41,47.07,8.52,50.77,10.9,80.17,16.7,3.13,0.0,80696165.97,2685,468,0,0.1,3.8,11.6,0.0,0.0,36.02,0.77,19.53,0.0,0.0,0.0,4.08,26.53,69.39,0.81,24.46,7.62,592.53,1277116.63,6.43,5.49,4.4,0.0,zero,zero
Santo Antônio da Alegria,São Paulo,6304,20.32,37.36,52.27,10.37,75.55,72.93,68.02,20.43,11.55,0.0,114879809.3,872,312,0,0.2,5.5,8.8,0.0,0.0,6.19,0.83,11.21,0.0,0.0,0.0,12.75,21.57,65.69,35.18,8.1,25.31,789.31,3542399.01,6.8,2.23,20.3,0.0,zero,zero
Santa Terezinha,Pernambuco,10991,56.2,48.19,43.14,8.67,64.68,56.97,74.56,19.76,5.68,0.0,37868721.13,1229,602,0,0.0,3.9,15.1,0.0,1.0,46.61,0.74,5.69,0.0,0.0,0.0,0.0,9.38,90.63,0.0,0.47,10.9,748.74,1045238.75,26.28,17.39,5.19,0.0,zero,zero
Montividiu,Goiás,10572,5.64,42.89,52.28,4.83,80.69,1.86,66.54,25.38,8.08,0.0,382718029.2,1756,725,0,0.3,4.8,15.1,0.0,0.0,4.24,0.83,6.07,0.0,0.0,0.0,10.45,13.43,76.12,35.76,19.55,20.52,1273.34,7007009.52,17.78,7.69,15.13,0.0,zero,zero
Varjota,Ceará,17593,98.07,47.82,41.99,10.19,82.84,5.49,73.43,20.59,5.97,2.37,99387958.97,3985,876,0,0.1,3.8,16.6,0.0,0.11,40.41,0.73,12.42,0.0,0.0,0.0,0.98,8.82,90.2,0.27,10.58,13.3,633.87,1634907.83,13.41,8.63,7.33,0.0,zero,zero
Novo Horizonte,Bahia,10673,17.52,43.26,47.32,9.43,32.38,0.99,77.89,20.17,1.95,1.38,35908241.2,1761,520,0,0.0,5.3,12.8,0.0,0.0,46.08,0.76,2.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.26,4.17,795.62,957546.67,12.41,8.98,1.03,0.0,zero,zero
Tucumã,Pará,33690,13.41,50.55,45.6,3.85,78.9,0.36,74.79,20.82,4.39,0.14,347106048.6,4341,1656,3,0.1,4.0,25.7,0.06,0.03,19.04,0.81,9.19,0.0,1014373.11,3.27,2.42,13.15,84.43,3.87,23.99,50.97,1019.87,2080057.6,9.44,7.02,25.47,0.89,media,zero
Tupiratins,Tocantins,2097,2.34,45.97,46.16,7.87,51.39,0.0,78.19,12.93,8.89,0.0,21172591.17,489,96,0,0.0,2.5,12.0,0.0,0.0,34.91,0.79,12.71,0.0,0.0,0.0,53.85,7.69,38.46,13.98,5.51,4.66,636.23,2171589.74,16.67,5.98,5.25,0.0,zero,zero
Santa Cruz,Rio Grande do Norte,35797,57.33,47.06,44.62,8.32,85.74,81.41,62.1,30.22,7.68,0.0,179632209.8,6889,2301,424,0.1,4.0,18.4,0.0,0.14,34.56,0.76,11.62,0.0,0.0,1.68,0.63,13.97,85.4,0.44,20.14,39.99,793.05,1329101.55,16.39,9.36,20.59,0.0,zero,zero
Santo Anastácio,São Paulo,20475,37.03,36.56,52.29,11.16,93.14,91.84,55.03,33.14,11.83,2.77,226680977.3,1785,1046,0,0.1,4.6,11.7,0.05,0.2,6.74,0.85,9.65,0.0,0.0,1.47,1.58,10.13,88.29,30.07,17.87,36.49,1085.68,2548124.86,16.65,8.2,32.33,0.98,zero,zero
São Sebastião do Anta,Minas Gerais,5739,71.19,46.78,46.46,6.76,74.58,58.95,81.91,13.87,4.22,1.44,30663419.61,1351,214,0,0.2,3.2,18.7,0.0,0.17,25.46,0.77,22.14,0.0,0.0,0.0,6.45,12.9,80.65,13.23,0.51,14.5,623.36,1241417.0,9.38,6.26,8.36,0.0,zero,zero
Ipiaçu,Minas Gerais,4107,8.81,36.47,52.03,11.49,90.21,90.16,68.81,24.01,7.18,0.0,44590520.4,670,277,0,0.0,2.5,11.8,0.25,0.0,6.43,0.81,11.75,0.0,0.0,2.43,6.52,8.7,84.78,21.53,10.11,13.38,808.96,2482182.63,8.46,4.52,13.88,0.0,zero,zero
Carmópolis de Minas,Minas Gerais,17048,42.62,39.58,52.1,8.32,69.78,71.68,77.4,16.59,6.01,1.18,202128589.1,2703,690,57,0.0,5.4,12.2,0.12,0.59,7.67,0.85,4.17,0.0,40316.75,1.76,4.22,25.0,70.78,6.2,41.55,38.18,794.92,2173911.17,2.55,1.5,35.08,0.59,media,zero
Moreira Sales,Paraná,12606,35.63,38.0,50.18,11.83,79.58,0.84,69.93,24.03,6.04,0.73,122522252.2,1050,677,0,0.2,4.0,11.7,0.0,0.38,10.16,0.8,7.11,0.0,11224910.36,0.79,6.02,18.67,75.3,41.02,21.03,17.54,959.8,2109175.42,12.2,4.66,18.56,0.79,media,zero
Ivatuba,Paraná,3010,31.14,45.42,45.78,8.8,59.59,0.69,63.92,19.25,16.83,1.23,41936042.4,311,470,209,0.0,2.7,6.7,0.0,0.67,4.27,0.84,30.68,0.0,0.0,0.0,0.0,17.39,82.61,6.37,10.56,42.83,1238.54,3344612.93,7.23,3.09,6.64,3.32,zero,zero
Riachuelo,Sergipe,9355,118.51,50.28,45.06,4.66,83.5,57.74,59.96,34.81,5.22,0.0,116445614.1,1088,621,0,0.0,3.4,22.8,0.0,1.33,33.94,0.77,5.6,0.0,207691.07,0.0,9.38,12.5,78.13,9.3,48.07,9.63,869.0,3870834.72,34.73,19.36,3.1,0.0,media,zero
Sete Quedas,Mato Grosso do Sul,10780,12.93,44.37,46.47,9.16,82.93,1.28,72.17,19.36,8.47,2.79,101947969.2,2322,487,0,0.1,6.5,18.6,0.09,0.27,22.79,0.78,13.13,0.0,0.0,0.93,7.55,12.26,80.19,18.02,12.79,28.36,895.43,2272074.88,12.99,8.22,14.66,0.93,zero,zero
Jundiaí,São Paulo,370126,858.35,34.8,55.74,9.46,96.07,92.57,43.72,30.03,26.25,2.2,23847340322.0,51641,26909,27142,0.2,8.8,25.4,0.04,1.89,1.87,0.87,12.86,0.0,0.0,1.11,0.29,14.97,84.73,0.33,32.89,62.2,1822.14,12398081.2,12.09,5.49,80.06,2.11,zero,zero
Francinópolis,Piauí,5235,19.48,44.53,45.39,10.09,63.95,0.89,76.49,18.4,5.11,0.0,18688792.95,678,264,0,0.0,6.2,19.2,0.0,0.0,50.52,0.72,11.71,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.98,10.73,997.31,1483002.38,23.88,14.59,3.63,0.0,zero,zero
Capim,Paraíba,5601,71.09,51.47,42.06,6.46,73.92,4.55,85.51,11.11,3.38,0.0,27288240.03,1540,233,0,0.2,2.3,20.0,0.0,0.0,45.4,0.73,29.87,0.0,0.0,0.0,0.0,11.11,88.89,23.9,3.9,3.9,977.27,1983139.53,23.5,20.77,2.32,0.0,zero,zero
Ipaussu,São Paulo,13663,65.2,39.52,49.59,10.9,95.54,94.7,62.48,27.71,9.81,0.69,234665167.5,1455,1581,153,0.1,5.4,13.1,0.07,0.36,5.14,0.83,8.0,0.0,0.0,2.2,3.64,20.0,76.36,5.25,58.72,25.53,1027.23,3919173.31,17.63,6.75,23.79,0.0,zero,zero
Jacaré dos Homens,Alagoas,5413,36.21,52.36,41.97,5.67,58.33,1.01,80.21,15.96,3.83,0.0,29555413.04,2002,207,0,0.0,3.0,21.2,0.0,0.2,46.94,0.76,1.48,0.0,0.0,0.0,14.29,14.29,71.43,1.11,2.22,3.7,817.68,1547382.2,10.63,7.19,1.66,0.0,zero,zero
Viadutos,Rio Grande do Sul,5311,19.79,31.53,54.24,14.24,54.66,9.74,75.39,17.79,6.81,0.0,58826972.84,370,296,0,0.0,8.6,9.0,0.2,0.2,9.85,0.86,21.74,0.0,0.0,0.0,1.11,17.78,81.11,1.6,8.92,50.57,1121.52,1791867.19,3.75,1.11,22.59,0.0,zero,zero
Ponta Porã,Mato Grosso do Sul,77872,14.61,47.38,46.32,6.3,79.97,9.12,61.17,24.16,14.67,14.43,1051968954.0,19199,4679,2317,0.4,5.7,30.4,0.03,0.45,16.69,0.81,16.31,0.0,0.0,2.7,5.39,8.38,86.23,11.89,15.45,47.82,1121.55,2869855.13,11.93,5.55,29.1,0.77,zero,zero
Santa Cruz,Rio Grande do Norte,35797,57.33,47.06,44.62,8.32,85.74,81.41,62.1,30.22,7.68,0.0,179632209.8,6889,2301,424,0.1,4.0,18.4,0.0,0.14,34.56,0.76,11.62,0.0,0.0,1.68,0.63,13.97,85.4,0.44,20.14,39.99,793.05,1329101.55,16.39,9.36,20.59,0.0,zero,zero
Bom Jesus,Rio Grande do Norte,9440,77.35,47.31,43.55,9.14,73.78,0.0,75.77,20.01,4.23,0.0,40072328.0,2158,427,0,0.0,4.0,21.2,0.0,0.0,38.16,0.74,29.67,0.0,0.0,0.0,5.0,7.5,87.5,3.5,1.4,21.26,680.27,1162206.1,16.58,9.03,8.16,0.0,zero,zero
Desterro de Entre Rios,Minas Gerais,7002,18.56,35.27,52.52,12.21,53.75,49.7,79.77,16.38,3.85,0.0,38436848.82,1023,323,0,0.1,2.7,9.3,0.0,0.0,22.07,0.8,9.98,0.0,0.0,0.0,6.67,10.0,83.33,7.66,4.87,32.71,665.7,1426763.18,7.64,2.71,11.14,0.0,zero,zero
Galvão,Santa Catarina,3472,24.92,39.27,51.37,9.36,69.53,4.75,74.79,16.12,9.09,3.86,77628260.64,475,154,0,0.0,3.0,15.3,0.33,0.0,11.19,0.82,15.15,0.0,0.0,0.0,2.74,16.44,80.82,8.84,12.37,30.56,860.13,4309206.88,6.75,3.17,14.98,0.0,zero,zero
Juara,Mato Grosso,32791,1.45,45.4,49.29,5.32,79.82,4.88,73.82,19.72,6.46,0.19,464633058.2,5972,1704,319,0.3,5.4,19.5,0.06,0.15,10.64,0.84,6.79,0.0,1308851.51,2.13,19.5,21.86,58.65,18.3,33.07,33.55,1029.99,2968234.99,8.69,5.4,33.09,0.91,media,zero
Ametista do Sul,Rio Grande do Sul,7323,78.33,41.36,51.76,6.88,54.02,2.98,78.37,15.4,6.24,0.0,52140419.07,887,408,0,0.1,4.7,10.7,0.14,0.0,16.67,0.81,19.18,0.0,3655535.98,2.73,0.0,23.61,76.39,0.0,18.69,49.34,809.14,1267996.11,9.57,4.1,22.12,0.0,media,zero
Cariré,Ceará,18347,24.24,46.52,42.85,10.63,46.76,3.81,77.74,18.16,4.1,0.0,68733366.1,3735,883,0,0.1,5.4,12.4,0.0,0.06,49.87,0.75,38.53,0.0,0.0,0.0,0.0,17.39,82.61,0.0,7.48,6.72,695.32,1162472.52,10.8,5.93,1.74,0.0,zero,zero
Baixio,Ceará,6026,41.15,42.67,46.83,10.5,55.82,1.61,66.87,27.46,5.67,0.0,22374779.04,1116,283,0,0.2,6.0,17.0,0.0,0.0,35.89,0.76,14.66,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.76,588.43,964024.13,12.61,6.3,1.49,0.0,zero,zero
Tamboara,Paraná,4664,24.12,37.16,52.1,10.74,86.19,0.19,59.33,34.4,6.28,0.0,56241870.08,312,181,0,0.0,4.8,11.0,0.0,0.2,1.94,0.85,13.17,0.0,154809.18,0.0,1.35,18.92,79.73,12.13,36.68,24.4,981.47,2406589.64,7.36,3.39,19.51,2.14,media,zero
Três Lagoas,Mato Grosso do Sul,101791,9.97,41.63,51.79,6.59,94.86,26.24,51.88,29.57,18.55,0.39,3905555769.0,17182,5176,4597,0.1,6.0,15.6,0.04,1.2,4.85,0.85,10.24,0.0,0.0,3.93,7.56,16.0,76.44,12.35,36.14,41.26,1248.79,7651860.57,12.2,6.03,42.16,2.36,zero,zero
Iracema do Oeste,Paraná,2578,31.62,36.39,52.33,11.29,79.16,0.0,67.66,25.37,6.98,0.0,37308506.64,234,103,0,0.0,2.3,9.7,0.0,1.0,10.28,0.84,12.43,0.0,0.0,0.0,9.52,19.05,71.43,16.57,12.43,20.44,921.58,2520878.38,2.23,2.76,14.74,0.0,zero,zero
Davinópolis,Goiás,2056,4.27,33.59,56.73,9.67,65.84,0.59,61.31,32.61,6.08,0.0,37798655.36,294,91,0,0.0,4.0,6.5,0.0,0.0,5.74,0.86,8.85,0.0,0.0,0.0,29.17,25.0,45.83,6.56,19.02,5.9,872.23,3059090.91,11.44,5.01,4.86,4.86,zero,zero
Altinho,Pernambuco,22353,49.4,42.64,45.31,12.05,59.25,60.74,79.35,17.34,3.31,1.7,88572868.38,2378,966,0,0.3,5.6,11.0,0.0,0.0,42.07,0.79,26.42,0.0,0.0,0.0,1.79,14.29,83.93,2.4,4.0,14.59,692.45,1036155.29,11.13,4.54,4.61,0.0,zero,zero
Monte Negro,Rondônia,14091,7.3,48.22,46.42,5.37,53.36,0.0,79.47,13.84,6.69,0.0,148384852.8,3328,869,0,0.1,2.4,15.4,0.0,0.0,20.75,0.76,12.15,0.0,374414.17,0.71,5.0,15.83,79.17,6.84,16.88,26.67,873.12,2224164.29,3.26,2.71,16.89,0.71,media,zero
Pinhal Grande,Rio Grande do Sul,4471,9.37,37.98,51.38,10.65,45.63,38.99,77.78,14.2,8.01,8.95,311038036.2,512,249,0,0.3,4.5,12.3,0.25,0.75,20.56,0.8,7.1,0.0,0.0,0.0,2.27,20.45,77.27,7.3,17.36,22.68,1874.55,12685073.41,3.54,1.21,10.29,0.0,zero,zero
Pouso Novo,Rio Grande do Sul,1875,17.6,34.13,51.73,14.13,37.1,0.42,78.5,12.95,8.56,0.0,28620675.0,160,71,0,0.0,7.0,8.0,0.0,0.0,9.7,0.85,10.84,0.0,0.0,0.0,0.0,25.0,75.0,12.45,14.86,25.7,978.08,2326910.57,0.41,0.65,25.07,0.0,zero,zero
